work type,"title/_pref=""preferred""","title/_pref=""alternate""",title/_lang,creator,"measurements/_unit=""cm""",materials technique,style,creation date,"location/_type=""creation Location""","location/_type=""currentRepository""",classification,related work/_part of,related work/_larger context for,link related resource,rights_Resource,record source
painting,"""JAN.29,1970""","President Kenneth Kaunda of Zambia took virtual control of Zambia's mining, industry and commerce today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-29,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.29,1970""",BCNU.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-29,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.30,1970""",Prices on the New York Stock Exchange fell today to their lowest levels in more than six years.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-30,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.31,1970""",U.S. President Nixon's chief economic adviser said today that the pace of price increases should fall to 3.5 per cent a year by the end of 1970 and that the rise in unemployment resulting from the Administration’s antiinflationary policies should not be large.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-31,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.1,1970""",Israeli and Syrian tank and artillery units today fought their heaviest battle since the six-day war of 1967. It was the third successive day of ground fighting in the Golan heights.,English,"Kawara, On",,acrylic painting,conceptual art,1970-02-01,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.2,1970""","Bertrand Russell, the philosopher and mathematician, died at his home in Wales tonight. He was 97 years old.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-02,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.3,1970""","Of more than 90,000 policemen in Britain, exactly 19 are colored.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-03,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.3,1970""","The United States Embassy in Thailand today confirmed the theft of 12 rockets from the United States Air Force base at Udorn, 400 miles north of Bangkok.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-03,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.4,1970""","In Washington, Dr. Glenn T. Seaborg, chairman of the U.S. Atomic Energy Commission, told Congress today that the age of triumphant science and technology was forcing man into a new sophical era based on the ‘why’ of living.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-04,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.5,1970""",Tanzania took another major step today in her blueprint for socialism with an announcement that the Government would take over the entire wholesaling system.,English,"Kawara, On",,acrylic painting,conceptual art,1970-02-05,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.6,1970""","Several foreign correspondents were taken today to Oropos detention camp, 31 miles north of Athens, to be shown that Mikis Theodorakis, the Greek composer, was alive and well.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-06,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.7,1970""","South African archaeologists have reported discovering the world’s oldest mine. The mine, in an iron-ore mountain in neighboring Swaziland, is 43,000 years old, according to radiocarbon dating.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-07,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.8,1970""","A bomb thought to be 20 pounds of plastic exploded this evening at the office of the South Vietnamese National Press Center in Saigon, destroying the building’s second-floor offices and setting a fire.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-08,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.9,1970""","In St. Louis, Missouri, an 18-month-old boy was killed today when he was bitten by his mother's German shepherd dog. Anthony Cliff was bitten in his crib at his home in suburban Brentwood and was dead on arrival at St. Louis County Hospital.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-09,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.10,1970""","An avalanche of snow thundered down on the fashionable Alpine resort of Val d'Ilsére, France today, killing at least 39 young skiers.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-10,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.11,1970""","In expectation of attacks on Cairo, the Ministry of the Interior has ordered tightening of defense measures. The capital's car owners were given 24 hours to paint their headlights blue or face fines.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-11,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.12,1970""","The stern section of the broken Liberian tanker Arrow, holding a million gallons of heavy fuel oil, sank in 100 feet of water off Nova Scotia, Canada today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-12,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.13,1970""","Two gunmen set off bombs in a police station, a bank and a parking lot in Danbury, Connecticut,this morning and made off with about $40,000 as the three explosions, staggered with military precision over a period of less than 10 minutes, rocked Main Street.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-13,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.14,1970""","North Korea returned 39 passengers from South Korean airliner hijacked to the North two months ago, but kept eight passengers, the four crew members and the aircraft.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-14,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.15,1970""","The Seine, swollen by days of rain and snow, spilled over its banks in Paris today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-15,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.16,1970""","The gunfire, bomb blasts, passions and ferocity of war seemed far away today as the four million people of Cairo feasted, danced and sang under a warm sun. They gathered in parks or any other green area for family picnics, sailed along the Nile in high-masted feluccas and, in general, enjoyed themselves.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-16,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.17,1970""",Spread of Deadly Viral Fever Is Suspected in Nigeria.,English,"Kawara, On",,acrylic painting,conceptual art,1970-02-17,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.18,1970""","All seven defendants in the Chicago conspiracy trial were acquitted today plotting to incite a riot in Chicago during the 1968 Democratic National Convention, but five of them were convicted of seeking to promote a riot through individual acts.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-18,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.19,1970""","United States B-52's continues attacks against suspected North Vietnamese supply depots in eastern Laos today, but some of the bombers were diverted for strikes against targets in South Vietnam.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-19,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.20,1970""",Friday.,English,"Kawara, On",,acrylic painting,conceptual art,1970-02-20,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.21,1970""","Laotian Government troops have reportedly been driven from their last remaining positions on the Plaine des Jarres, 100 miles north of Vientiane, Laos.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-21,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.22,1970""","A 14-year-old Australian boy, Keith, who stowed away in the wheel compartment of a jetliner fell to his death as the undercarriage was detracted 200 feet above Sydney Airport today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-22,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.23,1970""",The Soviet Union today ended a prolonged silence on the capability of its antimissile defenses by asserting thatthey could 'reliably hit' attacking missiles at any height or speed and at great distances from defended targets.,English,"Kawara, On",,acrylic painting,conceptual art,1970-02-23,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.24,1970""",Hawaii's Senate approved today and sent to Gov. John A. Burns a bill that would make this state’s abortion law the most liberal of any in the United States.,English,"Kawara, On",,acrylic painting,conceptual art,1970-02-24,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.25,1970""","A controversial new portrait of Queen Elizabeth II, showing her unsmiling and with marks under her mouth and on left ear, was unveiled in London today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-25,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.26,1970""","U.S. Secretary of Defense Melvin R. Laird said today that President Nixon would not send ground troops to fight in Laos without the consent of Congress.</cdwalite:title>",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-26,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.27,1970""","With the snow-draped Himalayas for a backdrop, the lengthy wedding of the Crown Prince of Nepal began in Katmandu today with a bespangled maharajah style procession watched by representatives from over 50 countries and several hundred thousand Nepalese.",English,"Kawara, On",,acrylic painting,conceptual art,1970-02-27,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""FEB.28,1970""",Indian-Pakistani negotiations on the distribution of the water of the Ganges Rivers appear headed for a deadlock.,English,"Kawara, On",,acrylic painting,conceptual art,1970-02-28,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.1,1970""","The Socialist party won Austria's national election today, taking a share of seats just short of a majority in Parliament. The party, which has not held power since World War II, immediately demanded a role in governing the country.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-01,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.2,1970""","Italy began today to evacuate 6,000 dwellers from Pozzuoli on the north shore of the Bay of Naples.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-02,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.3,1970""","Japan's highest building, called the World Trade Center, was opened for business in Tokyo today with an elaborate ceremony and receptions attended by more than 3,000 Japanese and foreign dignitaries.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-03,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.4,1970""","Britain, the Netherlands and West Germany signed a treaty today for the cooperative development of a new process of enriching uranium.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-04,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.5,1970""","The treaty to halt the spread of atomic weapons went into effect today, with leaders of the two nuclear superpowers expressing hope it would lead to steps to curb their arms race.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-05,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.6,1970""",The New York Times.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-06,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.6,1970""","Three explosions and a raging fire killed an unidentified man and destroyed a four-story brick townhouse at 18 West 11th Street, New York City at noon today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-06,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.7,1970""","A strange midday darkness moved across much of the North American continent today as the sun, the moon and the earth fell into alignment for a solar eclipse. U.S. President Nixon announced wideranging space goals for the nineteen-seventies, including a ‘grand tour’ of the outer planets and the launching of a nuclearpowered rocket late in the decade.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-07,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.8,1970""","Sean M. Holly, a United States diplomat, was released unharmed at a church in Guatemala City before dawn today by Guatemalan guerillas who had held him hostage for 39 hours to obtain the release of two imprisoned comrades.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-08,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.9,1970""","Residents of the Isle of Dogs, a 620-acre peninsula in East London on the lower Thames, celebrated ‘independence.’",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-09,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.10,1970""",Sweden called on governments in the United Nations today to draft a series of international agreements controlling sources of existing or potential pollution.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-10,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.11,1970""","Erle Stanley Gardner, the prolific writer of dozens of detective and mystery novels, died today of undisclosed causes. There were reports that he had cancer. He was 80 years old.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-11,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.12,1970""","The Nevada Gaming Commission for the first time in its history is licensing the makers of casino supplies in an effort to stop the manufacture of marked cards, loaded dice and other rigged gambling equipment.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-12,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.13,1970""","The Brazilian Government agreed today to a second demand by the kidnappers of the Japanese consu| general, Nobuo Okuchi, and said his safety was now in the hands of his captors.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-13,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.14,1970""","Prince Norodom Sihanouk Cambodian Chief of State, met with Premier Aleksei N. Kosygin and President Nikolai V. Podgorny today in Moscow to discuss this week's anti-Vietcong and anti-North Vietnamese outbursts in his country.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-14,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.15,1970""","Expo ‘70 opened his doors to the public this morning. For six months, on its 815-acre site in Senri Hills north of Osaka, Japan.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-15,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.16,1970""",Cambodia opened talks with the Vietcong and North Vietnamese today on the presence of their troops in this neutral country.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-16,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.17,1970""",Malaysia and Indonesia signed a new treaty of friendship today to replace an agreement that lapsed during former President Sukarno’s policy of confrontation with the British-sponsored Federation of Malaysia.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-17,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.18,1970""","Prince Norodom Sihanouk, Chief of State of Cambodia, was overthrown today in his absence, the Phompenh radio announced.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-18,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.18,1970""",United States’ postal system's first strike started today in New York metropolitan area.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-18,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.18,1970""","A limited withdrawal of civilians and soldiers from army headquarters at Long Tieng, Laos began today after the United States-supported base nearby Sam Thong fell to 2,000 North Vietnamese troops.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-18,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.19,1970""","The chiefs of government of East and West Germany, Premier Willi Stoph and Chancellor Willy Brandt, met in Erfurt, East Germany today for the first time in an effort to find common interests across the barriers between their states.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-19,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.20,1970""",An American spotter plane and South Vietnamese artillery were called in by a Cambodian Army commander today during a two-hour battle against Vietcong troops inside Cambodia.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-20,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
